Book_ID,Title,Author,GenRev_Similarity_Score
59,Call Sign Chaos: Learning to Lead,Jim Mattis,0.68
98,"Devil's Bargain: Steve Bannon, Donald Trump, and the Storming of the Presidency",Joshua  Green,0.68
98,"Devil's Bargain: Steve Bannon, Donald Trump, and the Storming of the Presidency",Joshua  Green,0.68
84,Shade: A Tale of Two Presidents,Pete Souza,0.68
59,Call Sign Chaos: Learning to Lead,Jim Mattis,0.68
91,This Fight Is Our Fight: The Battle to Save America's Middle Class,Elizabeth Warren,0.68
59,Call Sign Chaos: Learning to Lead,Jim Mattis,0.68
59,Call Sign Chaos: Learning to Lead,Jim Mattis,0.68
59,Call Sign Chaos: Learning to Lead,Jim Mattis,0.68
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.68
91,This Fight Is Our Fight: The Battle to Save America's Middle Class,Elizabeth Warren,0.68
70,Fascism: A Warning,Madeleine K. Albright,0.68
72,The Soul of America: The Battle for Our Better Angels,Jon Meacham,0.68
69,Dear Madam President: An Open Letter to the Women Who Will Run the World,Jennifer Palmieri,0.68
79,Unhinged: An Insider's Account of the Trump White House,Omarosa Manigault Newman,0.68
72,The Soul of America: The Battle for Our Better Angels,Jon Meacham,0.68
98,"Devil's Bargain: Steve Bannon, Donald Trump, and the Storming of the Presidency",Joshua  Green,0.68
91,This Fight Is Our Fight: The Battle to Save America's Middle Class,Elizabeth Warren,0.68
66,Grant,Ron Chernow,0.68
91,This Fight Is Our Fight: The Battle to Save America's Middle Class,Elizabeth Warren,0.68
98,"Devil's Bargain: Steve Bannon, Donald Trump, and the Storming of the Presidency",Joshua  Green,0.68
98,"Devil's Bargain: Steve Bannon, Donald Trump, and the Storming of the Presidency",Joshua  Green,0.68
91,This Fight Is Our Fight: The Battle to Save America's Middle Class,Elizabeth Warren,0.68
56,Howard Stern Comes Again,Howard Stern,0.68
65,Triggered: How the Left Thrives on Hate and Wants to Silence Us,Donald Trump Jr.,0.68
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.68
91,This Fight Is Our Fight: The Battle to Save America's Middle Class,Elizabeth Warren,0.68
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.68
67,Fire and Fury: Inside the Trump White House,Michael Wolff,0.68
91,This Fight Is Our Fight: The Battle to Save America's Middle Class,Elizabeth Warren,0.68
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.68
86,Becoming,Michelle Obama,0.68
82,Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,0.68
76,"Yes We (Still) Can: Politics in the Age of Obama, Twitter, and Trump",Dan Pfeiffer,0.68
97,Rediscovering Americanism: And the Tyranny of Progressivism,Mark R. Levin,0.68
84,Shade: A Tale of Two Presidents,Pete Souza,0.68
69,Dear Madam President: An Open Letter to the Women Who Will Run the World,Jennifer Palmieri,0.68
97,Rediscovering Americanism: And the Tyranny of Progressivism,Mark R. Levin,0.68
97,Rediscovering Americanism: And the Tyranny of Progressivism,Mark R. Levin,0.68
82,Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,0.68
98,"Devil's Bargain: Steve Bannon, Donald Trump, and the Storming of the Presidency",Joshua  Green,0.68
78,The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,Gregg Jarrett,0.68
76,"Yes We (Still) Can: Politics in the Age of Obama, Twitter, and Trump",Dan Pfeiffer,0.68
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.68
72,The Soul of America: The Battle for Our Better Angels,Jon Meacham,0.68
91,This Fight Is Our Fight: The Battle to Save America's Middle Class,Elizabeth Warren,0.68
62,"Blowout: Corrupted Democracy, Rogue State Russia, and the Richest, Most Destructive Industry on Earth",Rachel  Maddow,0.68
78,The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,Gregg Jarrett,0.68
79,Unhinged: An Insider's Account of the Trump White House,Omarosa Manigault Newman,0.68
67,Fire and Fury: Inside the Trump White House,Michael Wolff,0.68
88,Portraits of Courage: A Commander in Chief's Tribute to America's Warriors,George W. Bush,0.68
76,"Yes We (Still) Can: Politics in the Age of Obama, Twitter, and Trump",Dan Pfeiffer,0.68
100,Killing England: The Brutal Struggle for American Independence,Bill O'Reilly,0.68
84,Shade: A Tale of Two Presidents,Pete Souza,0.68
67,Fire and Fury: Inside the Trump White House,Michael Wolff,0.68
84,Shade: A Tale of Two Presidents,Pete Souza,0.68
91,This Fight Is Our Fight: The Battle to Save America's Middle Class,Elizabeth Warren,0.68
98,"Devil's Bargain: Steve Bannon, Donald Trump, and the Storming of the Presidency",Joshua  Green,0.68
67,Fire and Fury: Inside the Trump White House,Michael Wolff,0.68
76,"Yes We (Still) Can: Politics in the Age of Obama, Twitter, and Trump",Dan Pfeiffer,0.68
91,This Fight Is Our Fight: The Battle to Save America's Middle Class,Elizabeth Warren,0.68
78,The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,Gregg Jarrett,0.68
76,"Yes We (Still) Can: Politics in the Age of Obama, Twitter, and Trump",Dan Pfeiffer,0.68
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.68
98,"Devil's Bargain: Steve Bannon, Donald Trump, and the Storming of the Presidency",Joshua  Green,0.68
59,Call Sign Chaos: Learning to Lead,Jim Mattis,0.68
70,Fascism: A Warning,Madeleine K. Albright,0.68
94,"Al Franken, Giant of the Senate",Al Franken,0.68
70,Fascism: A Warning,Madeleine K. Albright,0.68
79,Unhinged: An Insider's Account of the Trump White House,Omarosa Manigault Newman,0.68
94,"Al Franken, Giant of the Senate",Al Franken,0.68
66,Grant,Ron Chernow,0.68
91,This Fight Is Our Fight: The Battle to Save America's Middle Class,Elizabeth Warren,0.68
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.68
66,Grant,Ron Chernow,0.68
94,"Al Franken, Giant of the Senate",Al Franken,0.68
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.68
72,The Soul of America: The Battle for Our Better Angels,Jon Meacham,0.68
62,"Blowout: Corrupted Democracy, Rogue State Russia, and the Richest, Most Destructive Industry on Earth",Rachel  Maddow,0.68
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.68
98,"Devil's Bargain: Steve Bannon, Donald Trump, and the Storming of the Presidency",Joshua  Green,0.68
76,"Yes We (Still) Can: Politics in the Age of Obama, Twitter, and Trump",Dan Pfeiffer,0.68
67,Fire and Fury: Inside the Trump White House,Michael Wolff,0.68
78,The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,Gregg Jarrett,0.68
98,"Devil's Bargain: Steve Bannon, Donald Trump, and the Storming of the Presidency",Joshua  Green,0.68
55,The Pioneers: The Heroic Story of the Settlers Who Brought the American Ideal West,David McCullough,0.68
66,Grant,Ron Chernow,0.68
76,"Yes We (Still) Can: Politics in the Age of Obama, Twitter, and Trump",Dan Pfeiffer,0.68
62,"Blowout: Corrupted Democracy, Rogue State Russia, and the Richest, Most Destructive Industry on Earth",Rachel  Maddow,0.68
55,The Pioneers: The Heroic Story of the Settlers Who Brought the American Ideal West,David McCullough,0.68
98,"Devil's Bargain: Steve Bannon, Donald Trump, and the Storming of the Presidency",Joshua  Green,0.68
91,This Fight Is Our Fight: The Battle to Save America's Middle Class,Elizabeth Warren,0.68
84,Shade: A Tale of Two Presidents,Pete Souza,0.68
84,Shade: A Tale of Two Presidents,Pete Souza,0.68
59,Call Sign Chaos: Learning to Lead,Jim Mattis,0.68
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.68
84,Shade: A Tale of Two Presidents,Pete Souza,0.68
67,Fire and Fury: Inside the Trump White House,Michael Wolff,0.68
84,Shade: A Tale of Two Presidents,Pete Souza,0.68
76,"Yes We (Still) Can: Politics in the Age of Obama, Twitter, and Trump",Dan Pfeiffer,0.68
86,Becoming,Michelle Obama,0.68
79,Unhinged: An Insider's Account of the Trump White House,Omarosa Manigault Newman,0.68
98,"Devil's Bargain: Steve Bannon, Donald Trump, and the Storming of the Presidency",Joshua  Green,0.68
91,This Fight Is Our Fight: The Battle to Save America's Middle Class,Elizabeth Warren,0.68
98,"Devil's Bargain: Steve Bannon, Donald Trump, and the Storming of the Presidency",Joshua  Green,0.68
60,Talking to Strangers: What We Should Know about the People We Don't Know,Malcolm Gladwell,0.68
69,Dear Madam President: An Open Letter to the Women Who Will Run the World,Jennifer Palmieri,0.68
86,Becoming,Michelle Obama,0.68
59,Call Sign Chaos: Learning to Lead,Jim Mattis,0.68
59,Call Sign Chaos: Learning to Lead,Jim Mattis,0.68
70,Fascism: A Warning,Madeleine K. Albright,0.68
76,"Yes We (Still) Can: Politics in the Age of Obama, Twitter, and Trump",Dan Pfeiffer,0.68
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.67
94,"Al Franken, Giant of the Senate",Al Franken,0.67
91,This Fight Is Our Fight: The Battle to Save America's Middle Class,Elizabeth Warren,0.67
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.67
94,"Al Franken, Giant of the Senate",Al Franken,0.67
82,Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,0.67
94,"Al Franken, Giant of the Senate",Al Franken,0.67
94,"Al Franken, Giant of the Senate",Al Franken,0.67
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.67
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.67
86,Becoming,Michelle Obama,0.67
59,Call Sign Chaos: Learning to Lead,Jim Mattis,0.67
72,The Soul of America: The Battle for Our Better Angels,Jon Meacham,0.67
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.67
84,Shade: A Tale of Two Presidents,Pete Souza,0.67
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.67
59,Call Sign Chaos: Learning to Lead,Jim Mattis,0.67
59,Call Sign Chaos: Learning to Lead,Jim Mattis,0.67
59,Call Sign Chaos: Learning to Lead,Jim Mattis,0.67
65,Triggered: How the Left Thrives on Hate and Wants to Silence Us,Donald Trump Jr.,0.67
94,"Al Franken, Giant of the Senate",Al Franken,0.67
94,"Al Franken, Giant of the Senate",Al Franken,0.67
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.67
94,"Al Franken, Giant of the Senate",Al Franken,0.67
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.67
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.67
72,The Soul of America: The Battle for Our Better Angels,Jon Meacham,0.67
69,Dear Madam President: An Open Letter to the Women Who Will Run the World,Jennifer Palmieri,0.67
91,This Fight Is Our Fight: The Battle to Save America's Middle Class,Elizabeth Warren,0.67
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.67
72,The Soul of America: The Battle for Our Better Angels,Jon Meacham,0.67
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.67
86,Becoming,Michelle Obama,0.67
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.67
94,"Al Franken, Giant of the Senate",Al Franken,0.67
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.67
82,Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,0.67
94,"Al Franken, Giant of the Senate",Al Franken,0.67
94,"Al Franken, Giant of the Senate",Al Franken,0.67
91,This Fight Is Our Fight: The Battle to Save America's Middle Class,Elizabeth Warren,0.67
94,"Al Franken, Giant of the Senate",Al Franken,0.67
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.67
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.67
59,Call Sign Chaos: Learning to Lead,Jim Mattis,0.67
82,Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,0.67
66,Grant,Ron Chernow,0.67
66,Grant,Ron Chernow,0.67
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.67
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.67
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.67
91,This Fight Is Our Fight: The Battle to Save America's Middle Class,Elizabeth Warren,0.67
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.67
70,Fascism: A Warning,Madeleine K. Albright,0.67
94,"Al Franken, Giant of the Senate",Al Franken,0.67
59,Call Sign Chaos: Learning to Lead,Jim Mattis,0.67
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.67
66,Grant,Ron Chernow,0.67
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.67
69,Dear Madam President: An Open Letter to the Women Who Will Run the World,Jennifer Palmieri,0.67
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.67
86,Becoming,Michelle Obama,0.67
59,Call Sign Chaos: Learning to Lead,Jim Mattis,0.67
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.67
94,"Al Franken, Giant of the Senate",Al Franken,0.67
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.67
59,Call Sign Chaos: Learning to Lead,Jim Mattis,0.67
66,Grant,Ron Chernow,0.67
66,Grant,Ron Chernow,0.67
66,Grant,Ron Chernow,0.67
59,Call Sign Chaos: Learning to Lead,Jim Mattis,0.67
82,Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,0.67
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.67
59,Call Sign Chaos: Learning to Lead,Jim Mattis,0.67
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.67
69,Dear Madam President: An Open Letter to the Women Who Will Run the World,Jennifer Palmieri,0.67
59,Call Sign Chaos: Learning to Lead,Jim Mattis,0.67
82,Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,0.67
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.67
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.67
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.67
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.67
66,Grant,Ron Chernow,0.67
59,Call Sign Chaos: Learning to Lead,Jim Mattis,0.67
94,"Al Franken, Giant of the Senate",Al Franken,0.67
94,"Al Franken, Giant of the Senate",Al Franken,0.67
94,"Al Franken, Giant of the Senate",Al Franken,0.67
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.67
86,Becoming,Michelle Obama,0.67
59,Call Sign Chaos: Learning to Lead,Jim Mattis,0.67
82,Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,0.67
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.67
84,Shade: A Tale of Two Presidents,Pete Souza,0.67
59,Call Sign Chaos: Learning to Lead,Jim Mattis,0.67
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.67
59,Call Sign Chaos: Learning to Lead,Jim Mattis,0.67
94,"Al Franken, Giant of the Senate",Al Franken,0.67
82,Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,0.67
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.67
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.67
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.67
82,Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,0.67
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.67
66,Grant,Ron Chernow,0.67
79,Unhinged: An Insider's Account of the Trump White House,Omarosa Manigault Newman,0.67
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.67
70,Fascism: A Warning,Madeleine K. Albright,0.67
94,"Al Franken, Giant of the Senate",Al Franken,0.67
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.67
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.67
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.67
59,Call Sign Chaos: Learning to Lead,Jim Mattis,0.67
70,Fascism: A Warning,Madeleine K. Albright,0.67
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.67
82,Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,0.67
65,Triggered: How the Left Thrives on Hate and Wants to Silence Us,Donald Trump Jr.,0.67
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.67
86,Becoming,Michelle Obama,0.67
66,Grant,Ron Chernow,0.67
59,Call Sign Chaos: Learning to Lead,Jim Mattis,0.67
69,Dear Madam President: An Open Letter to the Women Who Will Run the World,Jennifer Palmieri,0.67
82,Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,0.67
82,Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,0.67
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.67
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.67
94,"Al Franken, Giant of the Senate",Al Franken,0.67
59,Call Sign Chaos: Learning to Lead,Jim Mattis,0.67
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.67
86,Becoming,Michelle Obama,0.67
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.67
94,"Al Franken, Giant of the Senate",Al Franken,0.67
79,Unhinged: An Insider's Account of the Trump White House,Omarosa Manigault Newman,0.67
82,Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,0.67
66,Grant,Ron Chernow,0.67
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.67
94,"Al Franken, Giant of the Senate",Al Franken,0.67
86,Becoming,Michelle Obama,0.67
82,Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,0.67
65,Triggered: How the Left Thrives on Hate and Wants to Silence Us,Donald Trump Jr.,0.67
69,Dear Madam President: An Open Letter to the Women Who Will Run the World,Jennifer Palmieri,0.67
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.67
91,This Fight Is Our Fight: The Battle to Save America's Middle Class,Elizabeth Warren,0.67
94,"Al Franken, Giant of the Senate",Al Franken,0.67
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.67
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.67
86,Becoming,Michelle Obama,0.67
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.67
82,Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,0.67
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.67
59,Call Sign Chaos: Learning to Lead,Jim Mattis,0.67
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.67
82,Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,0.67
94,"Al Franken, Giant of the Senate",Al Franken,0.67
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.67
59,Call Sign Chaos: Learning to Lead,Jim Mattis,0.67
69,Dear Madam President: An Open Letter to the Women Who Will Run the World,Jennifer Palmieri,0.67
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.67
94,"Al Franken, Giant of the Senate",Al Franken,0.67
59,Call Sign Chaos: Learning to Lead,Jim Mattis,0.67
65,Triggered: How the Left Thrives on Hate and Wants to Silence Us,Donald Trump Jr.,0.67
79,Unhinged: An Insider's Account of the Trump White House,Omarosa Manigault Newman,0.67
65,Triggered: How the Left Thrives on Hate and Wants to Silence Us,Donald Trump Jr.,0.67
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.67
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.67
59,Call Sign Chaos: Learning to Lead,Jim Mattis,0.67
59,Call Sign Chaos: Learning to Lead,Jim Mattis,0.67
94,"Al Franken, Giant of the Senate",Al Franken,0.67
100,Killing England: The Brutal Struggle for American Independence,Bill O'Reilly,0.67
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.67
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.67
65,Triggered: How the Left Thrives on Hate and Wants to Silence Us,Donald Trump Jr.,0.67
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.67
91,This Fight Is Our Fight: The Battle to Save America's Middle Class,Elizabeth Warren,0.67
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.67
94,"Al Franken, Giant of the Senate",Al Franken,0.67
72,The Soul of America: The Battle for Our Better Angels,Jon Meacham,0.67
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.67
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.67
69,Dear Madam President: An Open Letter to the Women Who Will Run the World,Jennifer Palmieri,0.67
91,This Fight Is Our Fight: The Battle to Save America's Middle Class,Elizabeth Warren,0.67
66,Grant,Ron Chernow,0.67
69,Dear Madam President: An Open Letter to the Women Who Will Run the World,Jennifer Palmieri,0.67
65,Triggered: How the Left Thrives on Hate and Wants to Silence Us,Donald Trump Jr.,0.67
65,Triggered: How the Left Thrives on Hate and Wants to Silence Us,Donald Trump Jr.,0.67
94,"Al Franken, Giant of the Senate",Al Franken,0.67
65,Triggered: How the Left Thrives on Hate and Wants to Silence Us,Donald Trump Jr.,0.67
94,"Al Franken, Giant of the Senate",Al Franken,0.67
65,Triggered: How the Left Thrives on Hate and Wants to Silence Us,Donald Trump Jr.,0.67
79,Unhinged: An Insider's Account of the Trump White House,Omarosa Manigault Newman,0.67
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.67
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.67
94,"Al Franken, Giant of the Senate",Al Franken,0.67
82,Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,0.67
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.67
82,Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,0.67
66,Grant,Ron Chernow,0.67
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.67
66,Grant,Ron Chernow,0.67
82,Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,0.67
65,Triggered: How the Left Thrives on Hate and Wants to Silence Us,Donald Trump Jr.,0.67
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.67
82,Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,0.67
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.67
86,Becoming,Michelle Obama,0.67
86,Becoming,Michelle Obama,0.67
69,Dear Madam President: An Open Letter to the Women Who Will Run the World,Jennifer Palmieri,0.67
65,Triggered: How the Left Thrives on Hate and Wants to Silence Us,Donald Trump Jr.,0.67
74,"The Restless Wave: Good Times, Just Causes, Great Fights and Other Appreciations",John McCain,0.67
70,Fascism: A Warning,Madeleine K. Albright,0.67
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.67
84,Shade: A Tale of Two Presidents,Pete Souza,0.67
59,Call Sign Chaos: Learning to Lead,Jim Mattis,0.67
59,Call Sign Chaos: Learning to Lead,Jim Mattis,0.67
51,The Threat: How the FBI Protects America in the Age of Terror and Trump,Andrew G. McCabe,0.67
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.67
94,"Al Franken, Giant of the Senate",Al Franken,0.67
62,"Blowout: Corrupted Democracy, Rogue State Russia, and the Richest, Most Destructive Industry on Earth",Rachel  Maddow,0.67
52,The Right Side of History: How Reason and Moral Purpose Made the West Great,Ben Shapiro,0.67
84,Shade: A Tale of Two Presidents,Pete Souza,0.67
70,Fascism: A Warning,Madeleine K. Albright,0.67
79,Unhinged: An Insider's Account of the Trump White House,Omarosa Manigault Newman,0.67
70,Fascism: A Warning,Madeleine K. Albright,0.67
86,Becoming,Michelle Obama,0.67
76,"Yes We (Still) Can: Politics in the Age of Obama, Twitter, and Trump",Dan Pfeiffer,0.67
91,This Fight Is Our Fight: The Battle to Save America's Middle Class,Elizabeth Warren,0.67
55,The Pioneers: The Heroic Story of the Settlers Who Brought the American Ideal West,David McCullough,0.67
98,"Devil's Bargain: Steve Bannon, Donald Trump, and the Storming of the Presidency",Joshua  Green,0.67
76,"Yes We (Still) Can: Politics in the Age of Obama, Twitter, and Trump",Dan Pfeiffer,0.67
62,"Blowout: Corrupted Democracy, Rogue State Russia, and the Richest, Most Destructive Industry on Earth",Rachel  Maddow,0.67
76,"Yes We (Still) Can: Politics in the Age of Obama, Twitter, and Trump",Dan Pfeiffer,0.67
98,"Devil's Bargain: Steve Bannon, Donald Trump, and the Storming of the Presidency",Joshua  Green,0.67
55,The Pioneers: The Heroic Story of the Settlers Who Brought the American Ideal West,David McCullough,0.67
70,Fascism: A Warning,Madeleine K. Albright,0.67
79,Unhinged: An Insider's Account of the Trump White House,Omarosa Manigault Newman,0.67
71,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,0.67
91,This Fight Is Our Fight: The Battle to Save America's Middle Class,Elizabeth Warren,0.67
100,Killing England: The Brutal Struggle for American Independence,Bill O'Reilly,0.67
76,"Yes We (Still) Can: Politics in the Age of Obama, Twitter, and Trump",Dan Pfeiffer,0.67
69,Dear Madam President: An Open Letter to the Women Who Will Run the World,Jennifer Palmieri,0.67
98,"Devil's Bargain: Steve Bannon, Donald Trump, and the Storming of the Presidency",Joshua  Green,0.67
79,Unhinged: An Insider's Account of the Trump White House,Omarosa Manigault Newman,0.67
78,The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,Gregg Jarrett,0.67
70,Fascism: A Warning,Madeleine K. Albright,0.67
69,Dear Madam President: An Open Letter to the Women Who Will Run the World,Jennifer Palmieri,0.67
84,Shade: A Tale of Two Presidents,Pete Souza,0.67
52,The Right Side of History: How Reason and Moral Purpose Made the West Great,Ben Shapiro,0.67
67,Fire and Fury: Inside the Trump White House,Michael Wolff,0.67
52,The Right Side of History: How Reason and Moral Purpose Made the West Great,Ben Shapiro,0.67
67,Fire and Fury: Inside the Trump White House,Michael Wolff,0.67
67,Fire and Fury: Inside the Trump White House,Michael Wolff,0.67
86,Becoming,Michelle Obama,0.67
70,Fascism: A Warning,Madeleine K. Albright,0.67
